,date_game,game_start_time,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,overtimes,attendance,game_remarks,playoffs,br_href,season_year
759,2014-02-09,18:00:00,Sacramento Kings,84,Washington Wizards,93,Box Score,,18173,,False,/boxscores/201402090WAS.html,2014
760,2014-02-09,21:30:00,Philadelphia 76ers,78,Los Angeles Clippers,123,Box Score,,19157,,False,/boxscores/201402090LAC.html,2014
761,2014-02-10,19:00:00,Denver Nuggets,80,Indiana Pacers,119,Box Score,,16124,,False,/boxscores/201402100IND.html,2014
762,2014-02-10,19:00:00,New Orleans Pelicans,101,Toronto Raptors,108,Box Score,,17596,,False,/boxscores/201402100TOR.html,2014
763,2014-02-10,19:30:00,San Antonio Spurs,100,Detroit Pistons,109,Box Score,,13628,,False,/boxscores/201402100DET.html,2014
764,2014-02-10,20:00:00,Boston Celtics,102,Milwaukee Bucks,86,Box Score,,11016,,False,/boxscores/201402100MIL.html,2014
765,2014-02-10,20:00:00,Houston Rockets,107,Minnesota Timberwolves,89,Box Score,,12002,,False,/boxscores/201402100MIN.html,2014
766,2014-02-10,22:30:00,Philadelphia 76ers,80,Golden State Warriors,123,Box Score,,19596,,False,/boxscores/201402100GSW.html,2014
767,2014-02-11,19:00:00,Dallas Mavericks,89,Charlotte Bobcats,114,Box Score,,11467,,False,/boxscores/201402110CHA.html,2014
768,2014-02-11,19:00:00,Sacramento Kings,99,Cleveland Cavaliers,109,Box Score,,14245,,False,/boxscores/201402110CLE.html,2014
769,2014-02-11,20:00:00,Atlanta Hawks,85,Chicago Bulls,100,Box Score,,21325,,False,/boxscores/201402110CHI.html,2014
770,2014-02-11,20:00:00,Washington Wizards,89,Memphis Grizzlies,92,Box Score,,15613,,False,/boxscores/201402110MEM.html,2014
771,2014-02-11,21:00:00,Miami Heat,103,Phoenix Suns,97,Box Score,,17927,,False,/boxscores/201402110PHO.html,2014
772,2014-02-11,22:00:00,Oklahoma City Thunder,98,Portland Trail Blazers,95,Box Score,,20018,,False,/boxscores/201402110POR.html,2014
773,2014-02-11,22:30:00,Utah Jazz,96,Los Angeles Lakers,79,Box Score,,18209,,False,/boxscores/201402110LAL.html,2014
774,2014-02-12,19:00:00,Dallas Mavericks,81,Indiana Pacers,73,Box Score,,17663,,False,/boxscores/201402120IND.html,2014
775,2014-02-12,19:00:00,Memphis Grizzlies,86,Orlando Magic,81,Box Score,,15310,,False,/boxscores/201402120ORL.html,2014
776,2014-02-12,19:00:00,Atlanta Hawks,83,Toronto Raptors,104,Box Score,,17121,,False,/boxscores/201402120TOR.html,2014
777,2014-02-12,19:30:00,San Antonio Spurs,104,Boston Celtics,92,Box Score,,17922,,False,/boxscores/201402120BOS.html,2014
778,2014-02-12,19:30:00,Charlotte Bobcats,89,Brooklyn Nets,105,Box Score,,16862,,False,/boxscores/201402120BRK.html,2014
779,2014-02-12,19:30:00,Cleveland Cavaliers,93,Detroit Pistons,89,Box Score,,13184,,False,/boxscores/201402120DET.html,2014
780,2014-02-12,19:30:00,Sacramento Kings,106,New York Knicks,101,Box Score,OT,19812,,False,/boxscores/201402120NYK.html,2014
781,2014-02-12,20:00:00,Washington Wizards,112,Houston Rockets,113,Box Score,,18314,,False,/boxscores/201402120HOU.html,2014
782,2014-02-12,20:00:00,New Orleans Pelicans,102,Milwaukee Bucks,98,Box Score,,11012,,False,/boxscores/201402120MIL.html,2014
783,2014-02-12,20:00:00,Denver Nuggets,90,Minnesota Timberwolves,117,Box Score,,12139,,False,/boxscores/201402120MIN.html,2014
784,2014-02-12,21:00:00,Philadelphia 76ers,100,Utah Jazz,105,Box Score,,19368,,False,/boxscores/201402120UTA.html,2014
785,2014-02-12,22:30:00,Miami Heat,111,Golden State Warriors,110,Box Score,,19596,,False,/boxscores/201402120GSW.html,2014
786,2014-02-12,22:30:00,Portland Trail Blazers,117,Los Angeles Clippers,122,Box Score,,19175,,False,/boxscores/201402120LAC.html,2014
787,2014-02-13,20:00:00,Brooklyn Nets,76,Chicago Bulls,92,Box Score,,21500,,False,/boxscores/201402130CHI.html,2014
788,2014-02-13,22:30:00,Oklahoma City Thunder,107,Los Angeles Lakers,103,Box Score,,18997,,False,/boxscores/201402130LAL.html,2014
789,2014-02-18,19:00:00,Atlanta Hawks,98,Indiana Pacers,108,Box Score,,18165,,False,/boxscores/201402180IND.html,2014
790,2014-02-18,19:00:00,Cleveland Cavaliers,114,Philadelphia 76ers,85,Box Score,,12904,,False,/boxscores/201402180PHI.html,2014
791,2014-02-18,19:00:00,Toronto Raptors,103,Washington Wizards,93,Box Score,,15624,,False,/boxscores/201402180WAS.html,2014
792,2014-02-18,19:30:00,Charlotte Bobcats,108,Detroit Pistons,96,Box Score,,11285,,False,/boxscores/201402180DET.html,2014
793,2014-02-18,20:00:00,New York Knicks,93,Memphis Grizzlies,98,Box Score,,17317,,False,/boxscores/201402180MEM.html,2014
794,2014-02-18,20:00:00,Orlando Magic,100,Milwaukee Bucks,104,Box Score,,11106,,False,/boxscores/201402180MIL.html,2014
795,2014-02-18,20:30:00,Miami Heat,117,Dallas Mavericks,106,Box Score,,20461,,False,/boxscores/201402180DAL.html,2014
796,2014-02-18,21:00:00,Phoenix Suns,112,Denver Nuggets,107,Box Score,OT,16461,,False,/boxscores/201402180DEN.html,2014
797,2014-02-18,22:30:00,San Antonio Spurs,113,Los Angeles Clippers,103,Box Score,,19257,,False,/boxscores/201402180LAC.html,2014
798,2014-02-19,19:00:00,Detroit Pistons,98,Charlotte Bobcats,116,Box Score,,14400,,False,/boxscores/201402190CHA.html,2014
799,2014-02-19,19:00:00,Orlando Magic,93,Cleveland Cavaliers,101,Box Score,,16539,,False,/boxscores/201402190CLE.html,2014
800,2014-02-19,19:00:00,Chicago Bulls,94,Toronto Raptors,92,Box Score,,17704,,False,/boxscores/201402190TOR.html,2014
801,2014-02-19,19:30:00,Washington Wizards,114,Atlanta Hawks,97,Box Score,,13529,,False,/boxscores/201402190ATL.html,2014
802,2014-02-19,20:00:00,Indiana Pacers,91,Minnesota Timberwolves,104,Box Score,,15109,,False,/boxscores/201402190MIN.html,2014
803,2014-02-19,20:00:00,New York Knicks,98,New Orleans Pelicans,91,Box Score,,16495,,False,/boxscores/201402190NOP.html,2014
804,2014-02-19,21:00:00,Boston Celtics,94,Phoenix Suns,100,Box Score,,16135,,False,/boxscores/201402190PHO.html,2014
805,2014-02-19,21:00:00,Brooklyn Nets,105,Utah Jazz,99,Box Score,,17386,,False,/boxscores/201402190UTA.html,2014
806,2014-02-19,22:00:00,San Antonio Spurs,111,Portland Trail Blazers,109,Box Score,,20057,,False,/boxscores/201402190POR.html,2014
807,2014-02-19,22:00:00,Golden State Warriors,101,Sacramento Kings,92,Box Score,,17317,,False,/boxscores/201402190SAC.html,2014
808,2014-02-19,22:30:00,Houston Rockets,134,Los Angeles Lakers,108,Box Score,,18997,,False,/boxscores/201402190LAL.html,2014
809,2014-02-20,20:00:00,Denver Nuggets,101,Milwaukee Bucks,90,Box Score,,11186,,False,/boxscores/201402200MIL.html,2014
810,2014-02-20,20:00:00,Miami Heat,103,Oklahoma City Thunder,81,Box Score,,18203,,False,/boxscores/201402200OKC.html,2014
811,2014-02-20,22:30:00,Houston Rockets,99,Golden State Warriors,102,Box Score,OT,19596,,False,/boxscores/201402200GSW.html,2014
812,2014-02-21,19:00:00,New Orleans Pelicans,87,Charlotte Bobcats,90,Box Score,,15867,,False,/boxscores/201402210CHA.html,2014
813,2014-02-21,19:00:00,New York Knicks,121,Orlando Magic,129,Box Score,2OT,16498,,False,/boxscores/201402210ORL.html,2014
814,2014-02-21,19:00:00,Dallas Mavericks,124,Philadelphia 76ers,112,Box Score,,14928,,False,/boxscores/201402210PHI.html,2014
815,2014-02-21,19:00:00,Cleveland Cavaliers,91,Toronto Raptors,98,Box Score,,18854,,False,/boxscores/201402210TOR.html,2014
816,2014-02-21,19:30:00,Atlanta Hawks,107,Detroit Pistons,115,Box Score,,18053,,False,/boxscores/201402210DET.html,2014
817,2014-02-21,20:00:00,Denver Nuggets,89,Chicago Bulls,117,Box Score,,21621,,False,/boxscores/201402210CHI.html,2014
818,2014-02-21,20:00:00,Los Angeles Clippers,96,Memphis Grizzlies,102,Box Score,,17963,,False,/boxscores/201402210MEM.html,2014
819,2014-02-21,21:00:00,San Antonio Spurs,85,Phoenix Suns,106,Box Score,,18422,,False,/boxscores/201402210PHO.html,2014
820,2014-02-21,22:00:00,Utah Jazz,94,Portland Trail Blazers,102,Box Score,,19998,,False,/boxscores/201402210POR.html,2014
821,2014-02-21,22:30:00,Boston Celtics,92,Los Angeles Lakers,101,Box Score,,18997,,False,/boxscores/201402210LAL.html,2014
822,2014-02-22,19:00:00,Memphis Grizzlies,89,Charlotte Bobcats,92,Box Score,,18317,,False,/boxscores/201402220CHA.html,2014
823,2014-02-22,19:00:00,New Orleans Pelicans,93,Washington Wizards,94,Box Score,,18385,,False,/boxscores/201402220WAS.html,2014
824,2014-02-22,19:30:00,New York Knicks,98,Atlanta Hawks,107,Box Score,,19045,,False,/boxscores/201402220ATL.html,2014
825,2014-02-22,19:30:00,Dallas Mavericks,113,Detroit Pistons,102,Box Score,,15213,,False,/boxscores/201402220DET.html,2014
826,2014-02-22,20:30:00,Indiana Pacers,110,Milwaukee Bucks,100,Box Score,,17165,,False,/boxscores/201402220MIL.html,2014
827,2014-02-22,21:00:00,Minnesota Timberwolves,121,Utah Jazz,104,Box Score,,19323,,False,/boxscores/201402220UTA.html,2014
828,2014-02-22,22:00:00,Boston Celtics,98,Sacramento Kings,105,Box Score,,17317,,False,/boxscores/201402220SAC.html,2014
829,2014-02-22,22:30:00,Brooklyn Nets,86,Golden State Warriors,93,Box Score,,19596,,False,/boxscores/201402220GSW.html,2014
830,2014-02-23,13:00:00,Los Angeles Clippers,125,Oklahoma City Thunder,117,Box Score,,18203,,False,/boxscores/201402230OKC.html,2014
831,2014-02-23,15:30:00,Chicago Bulls,79,Miami Heat,93,Box Score,,19848,,False,/boxscores/201402230MIA.html,2014
832,2014-02-23,18:00:00,Washington Wizards,96,Cleveland Cavaliers,83,Box Score,,17238,,False,/boxscores/201402230CLE.html,2014
833,2014-02-23,18:00:00,Orlando Magic,90,Toronto Raptors,105,Box Score,,17435,,False,/boxscores/201402230TOR.html,2014
834,2014-02-23,20:00:00,Sacramento Kings,109,Denver Nuggets,95,Box Score,,16263,,False,/boxscores/201402230DEN.html,2014
835,2014-02-23,21:00:00,Brooklyn Nets,108,Los Angeles Lakers,102,Box Score,,18997,,False,/boxscores/201402230LAL.html,2014
836,2014-02-23,21:00:00,Houston Rockets,115,Phoenix Suns,112,Box Score,,15510,,False,/boxscores/201402230PHO.html,2014
837,2014-02-23,21:00:00,Minnesota Timberwolves,97,Portland Trail Blazers,108,Box Score,,19458,,False,/boxscores/201402230POR.html,2014
838,2014-02-24,19:00:00,Milwaukee Bucks,130,Philadelphia 76ers,110,Box Score,,12216,,False,/boxscores/201402240PHI.html,2014
839,2014-02-24,19:30:00,Golden State Warriors,104,Detroit Pistons,96,Box Score,,14071,,False,/boxscores/201402240DET.html,2014
840,2014-02-24,19:30:00,Dallas Mavericks,110,New York Knicks,108,Box Score,,19812,,False,/boxscores/201402240NYK.html,2014
841,2014-02-24,20:00:00,Los Angeles Clippers,123,New Orleans Pelicans,110,Box Score,,16185,,False,/boxscores/201402240NOP.html,2014
842,2014-02-24,21:00:00,Boston Celtics,98,Utah Jazz,110,Box Score,,17130,,False,/boxscores/201402240UTA.html,2014
843,2014-02-25,19:00:00,Toronto Raptors,99,Cleveland Cavaliers,93,Box Score,,13758,,False,/boxscores/201402250CLE.html,2014
844,2014-02-25,19:00:00,Los Angeles Lakers,98,Indiana Pacers,118,Box Score,,18165,,False,/boxscores/201402250IND.html,2014
845,2014-02-25,19:00:00,Orlando Magic,106,Washington Wizards,115,Box Score,,13306,,False,/boxscores/201402250WAS.html,2014
846,2014-02-25,19:30:00,Chicago Bulls,107,Atlanta Hawks,103,Box Score,,12418,,False,/boxscores/201402250ATL.html,2014
847,2014-02-25,21:00:00,Portland Trail Blazers,100,Denver Nuggets,95,Box Score,,16058,,False,/boxscores/201402250DEN.html,2014
848,2014-02-25,21:00:00,Minnesota Timberwolves,110,Phoenix Suns,101,Box Score,,16273,,False,/boxscores/201402250PHO.html,2014
849,2014-02-25,22:00:00,Houston Rockets,129,Sacramento Kings,103,Box Score,,16057,,False,/boxscores/201402250SAC.html,2014
850,2014-02-26,19:00:00,Orlando Magic,101,Philadelphia 76ers,90,Box Score,,12817,,False,/boxscores/201402260PHI.html,2014
851,2014-02-26,19:30:00,Atlanta Hawks,104,Boston Celtics,115,Box Score,,16605,,False,/boxscores/201402260BOS.html,2014
852,2014-02-26,20:00:00,Golden State Warriors,83,Chicago Bulls,103,Box Score,,21701,,False,/boxscores/201402260CHI.html,2014
853,2014-02-26,20:00:00,New Orleans Pelicans,89,Dallas Mavericks,108,Box Score,,19729,,False,/boxscores/201402260DAL.html,2014
854,2014-02-26,20:00:00,Los Angeles Lakers,103,Memphis Grizzlies,108,Box Score,,16989,,False,/boxscores/201402260MEM.html,2014
855,2014-02-26,20:00:00,Cleveland Cavaliers,114,Oklahoma City Thunder,104,Box Score,,18203,,False,/boxscores/201402260OKC.html,2014
856,2014-02-26,20:30:00,Detroit Pistons,110,San Antonio Spurs,120,Box Score,,18581,,False,/boxscores/201402260SAS.html,2014
857,2014-02-26,21:00:00,Phoenix Suns,86,Utah Jazz,109,Box Score,,19639,,False,/boxscores/201402260UTA.html,2014
858,2014-02-26,22:00:00,Brooklyn Nets,80,Portland Trail Blazers,124,Box Score,,20015,,False,/boxscores/201402260POR.html,2014
859,2014-02-26,22:30:00,Houston Rockets,93,Los Angeles Clippers,101,Box Score,,19258,,False,/boxscores/201402260LAC.html,2014
860,2014-02-27,19:00:00,Milwaukee Bucks,96,Indiana Pacers,101,Box Score,,17892,,False,/boxscores/201402270IND.html,2014
861,2014-02-27,19:00:00,Washington Wizards,134,Toronto Raptors,129,Box Score,3OT,17758,,False,/boxscores/201402270TOR.html,2014
862,2014-02-27,20:00:00,New York Knicks,82,Miami Heat,108,Box Score,,19634,,False,/boxscores/201402270MIA.html,2014
863,2014-02-27,22:30:00,Brooklyn Nets,112,Denver Nuggets,89,Box Score,,14826,,False,/boxscores/201402270DEN.html,2014
864,2014-02-28,19:30:00,Utah Jazz,79,Cleveland Cavaliers,99,Box Score,,18601,,False,/boxscores/201402280CLE.html,2014
865,2014-02-28,20:00:00,Golden State Warriors,126,New York Knicks,103,Box Score,,19812,,False,/boxscores/201402280NYK.html,2014
866,2014-02-28,20:00:00,Memphis Grizzlies,107,Oklahoma City Thunder,113,Box Score,,18203,,False,/boxscores/201402280OKC.html,2014
867,2014-02-28,20:30:00,Chicago Bulls,100,Dallas Mavericks,91,Box Score,,20398,,False,/boxscores/201402280DAL.html,2014
868,2014-02-28,20:30:00,Charlotte Bobcats,82,San Antonio Spurs,92,Box Score,,18581,,False,/boxscores/201402280SAS.html,2014
869,2014-02-28,22:30:00,Sacramento Kings,122,Los Angeles Lakers,126,Box Score,,18997,,False,/boxscores/201402280LAL.html,2014
870,2014-02-28,22:30:00,New Orleans Pelicans,104,Phoenix Suns,116,Box Score,,16578,,False,/boxscores/201402280PHO.html,2014
871,2014-03-01,19:30:00,Orlando Magic,98,Miami Heat,112,Box Score,,19834,,False,/boxscores/201403010MIA.html,2014
872,2014-03-01,19:30:00,Washington Wizards,122,Philadelphia 76ers,103,Box Score,,20856,,False,/boxscores/201403010PHI.html,2014
873,2014-03-01,20:00:00,Indiana Pacers,102,Boston Celtics,97,Box Score,,18624,,False,/boxscores/201403010BOS.html,2014
874,2014-03-01,20:00:00,Detroit Pistons,110,Houston Rockets,118,Box Score,,18330,,False,/boxscores/201403010HOU.html,2014
875,2014-03-01,20:30:00,Brooklyn Nets,107,Milwaukee Bucks,98,Box Score,,14081,,False,/boxscores/201403010MIL.html,2014
876,2014-03-01,21:00:00,Cleveland Cavaliers,96,Memphis Grizzlies,110,Box Score,,17011,,False,/boxscores/201403010MEM.html,2014
877,2014-03-01,22:00:00,Denver Nuggets,96,Portland Trail Blazers,102,Box Score,,20068,,False,/boxscores/201403010POR.html,2014
878,2014-03-01,22:00:00,Minnesota Timberwolves,108,Sacramento Kings,97,Box Score,,17085,,False,/boxscores/201403010SAC.html,2014
879,2014-03-01,22:30:00,New Orleans Pelicans,76,Los Angeles Clippers,108,Box Score,,19060,,False,/boxscores/201403010LAC.html,2014
880,2014-03-02,13:00:00,New York Knicks,90,Chicago Bulls,109,Box Score,,21739,,False,/boxscores/201403020CHI.html,2014
881,2014-03-02,16:00:00,Golden State Warriors,98,Toronto Raptors,104,Box Score,,18658,,False,/boxscores/201403020TOR.html,2014
882,2014-03-02,18:00:00,Utah Jazz,91,Indiana Pacers,94,Box Score,,18165,,False,/boxscores/201403020IND.html,2014
883,2014-03-02,18:00:00,Philadelphia 76ers,81,Orlando Magic,92,Box Score,,16704,,False,/boxscores/201403020ORL.html,2014
884,2014-03-02,19:00:00,Charlotte Bobcats,99,Oklahoma City Thunder,116,Box Score,,18203,,False,/boxscores/201403020OKC.html,2014
885,2014-03-02,19:00:00,Dallas Mavericks,106,San Antonio Spurs,112,Box Score,,18581,,False,/boxscores/201403020SAS.html,2014
886,2014-03-02,20:00:00,Atlanta Hawks,120,Phoenix Suns,129,Box Score,,16759,,False,/boxscores/201403020PHO.html,2014
887,2014-03-03,19:00:00,Memphis Grizzlies,110,Washington Wizards,104,Box Score,,14065,,False,/boxscores/201403030WAS.html,2014
888,2014-03-03,19:30:00,Chicago Bulls,80,Brooklyn Nets,96,Box Score,,17732,,False,/boxscores/201403030BRK.html,2014
889,2014-03-03,19:30:00,New York Knicks,85,Detroit Pistons,96,Box Score,,14742,,False,/boxscores/201403030DET.html,2014
890,2014-03-03,19:30:00,Charlotte Bobcats,107,Miami Heat,124,Box Score,,19727,,False,/boxscores/201403030MIA.html,2014
891,2014-03-03,20:00:00,Utah Jazz,88,Milwaukee Bucks,114,Box Score,,10022,,False,/boxscores/201403030MIL.html,2014
892,2014-03-03,21:00:00,Minnesota Timberwolves,132,Denver Nuggets,128,Box Score,,15240,,False,/boxscores/201403030DEN.html,2014
893,2014-03-03,22:00:00,Los Angeles Lakers,107,Portland Trail Blazers,106,Box Score,,20013,,False,/boxscores/201403030POR.html,2014
894,2014-03-03,22:00:00,New Orleans Pelicans,89,Sacramento Kings,96,Box Score,,16225,,False,/boxscores/201403030SAC.html,2014
895,2014-03-04,19:00:00,San Antonio Spurs,122,Cleveland Cavaliers,101,Box Score,,17966,,False,/boxscores/201403040CLE.html,2014
896,2014-03-04,19:00:00,Golden State Warriors,98,Indiana Pacers,96,Box Score,,18165,,False,/boxscores/201403040IND.html,2014
897,2014-03-04,20:00:00,Miami Heat,103,Houston Rockets,106,Box Score,,18523,,False,/boxscores/201403040HOU.html,2014
898,2014-03-04,20:00:00,Philadelphia 76ers,92,Oklahoma City Thunder,125,Box Score,,18203,,False,/boxscores/201403040OKC.html,2014
899,2014-03-04,21:00:00,Los Angeles Clippers,104,Phoenix Suns,96,Box Score,,15068,,False,/boxscores/201403040PHO.html,2014
900,2014-03-04,22:30:00,New Orleans Pelicans,132,Los Angeles Lakers,125,Box Score,,18436,,False,/boxscores/201403040LAL.html,2014
901,2014-03-05,19:00:00,Indiana Pacers,87,Charlotte Bobcats,109,Box Score,,15372,,False,/boxscores/201403050CHA.html,2014
902,2014-03-05,19:00:00,Houston Rockets,101,Orlando Magic,89,Box Score,,16012,,False,/boxscores/201403050ORL.html,2014
903,2014-03-05,19:00:00,Utah Jazz,91,Washington Wizards,104,Box Score,,13911,,False,/boxscores/201403050WAS.html,2014
904,2014-03-05,19:30:00,Golden State Warriors,108,Boston Celtics,88,Box Score,,18155,,False,/boxscores/201403050BOS.html,2014
905,2014-03-05,19:30:00,Memphis Grizzlies,94,Brooklyn Nets,103,Box Score,,17053,,False,/boxscores/201403050BRK.html,2014
906,2014-03-05,19:30:00,Chicago Bulls,105,Detroit Pistons,94,Box Score,,14007,,False,/boxscores/201403050DET.html,2014
907,2014-03-05,20:00:00,Dallas Mavericks,110,Denver Nuggets,115,Box Score,,14541,,False,/boxscores/201403050DEN.html,2014
908,2014-03-05,20:00:00,Sacramento Kings,116,Milwaukee Bucks,102,Box Score,,11079,,False,/boxscores/201403050MIL.html,2014
909,2014-03-05,20:00:00,New York Knicks,118,Minnesota Timberwolves,106,Box Score,,14294,,False,/boxscores/201403050MIN.html,2014
910,2014-03-05,22:30:00,Atlanta Hawks,78,Portland Trail Blazers,102,Box Score,,20043,,False,/boxscores/201403050POR.html,2014
911,2014-03-06,20:00:00,Miami Heat,87,San Antonio Spurs,111,Box Score,,18581,,False,/boxscores/201403060SAS.html,2014
912,2014-03-06,21:00:00,Oklahoma City Thunder,122,Phoenix Suns,128,Box Score,,17816,,False,/boxscores/201403060PHO.html,2014
913,2014-03-06,22:30:00,Los Angeles Clippers,142,Los Angeles Lakers,94,Box Score,,18488,,False,/boxscores/201403060LAL.html,2014
914,2014-03-07,19:00:00,Cleveland Cavaliers,92,Charlotte Bobcats,101,Box Score,,15688,,False,/boxscores/201403070CHA.html,2014
915,2014-03-07,19:00:00,Memphis Grizzlies,85,Chicago Bulls,77,Box Score,,21318,,False,/boxscores/201403070CHI.html,2014
916,2014-03-07,19:00:00,Sacramento Kings,87,Toronto Raptors,99,Box Score,,18188,,False,/boxscores/201403070TOR.html,2014
917,2014-03-07,19:30:00,Brooklyn Nets,84,Boston Celtics,91,Box Score,,18195,,False,/boxscores/201403070BOS.html,2014
918,2014-03-07,19:30:00,Utah Jazz,81,New York Knicks,108,Box Score,,19812,,False,/boxscores/201403070NYK.html,2014
919,2014-03-07,20:00:00,Detroit Pistons,101,Minnesota Timberwolves,114,Box Score,,16242,,False,/boxscores/201403070MIN.html,2014
920,2014-03-07,20:00:00,Milwaukee Bucks,104,New Orleans Pelicans,112,Box Score,,16061,,False,/boxscores/201403070NOP.html,2014
921,2014-03-07,20:30:00,Portland Trail Blazers,98,Dallas Mavericks,103,Box Score,,20251,,False,/boxscores/201403070DAL.html,2014
922,2014-03-07,21:00:00,Los Angeles Lakers,126,Denver Nuggets,134,Box Score,,18248,,False,/boxscores/201403070DEN.html,2014
923,2014-03-07,21:30:00,Indiana Pacers,86,Houston Rockets,112,Box Score,,18332,,False,/boxscores/201403070HOU.html,2014
924,2014-03-07,22:30:00,Atlanta Hawks,97,Golden State Warriors,111,Box Score,,19596,,False,/boxscores/201403070GSW.html,2014
925,2014-03-08,19:30:00,New York Knicks,107,Cleveland Cavaliers,97,Box Score,,20562,,False,/boxscores/201403080CLE.html,2014
926,2014-03-08,19:30:00,Utah Jazz,104,Philadelphia 76ers,92,Box Score,,13569,,False,/boxscores/201403080PHI.html,2014
927,2014-03-08,20:00:00,Charlotte Bobcats,89,Memphis Grizzlies,111,Box Score,,17298,,False,/boxscores/201403080MEM.html,2014
928,2014-03-08,20:30:00,Orlando Magic,112,San Antonio Spurs,121,Box Score,,18581,,False,/boxscores/201403080SAS.html,2014
929,2014-03-08,21:00:00,Washington Wizards,114,Milwaukee Bucks,107,Box Score,,14839,,False,/boxscores/201403080MIL.html,2014
930,2014-03-08,22:30:00,Atlanta Hawks,108,Los Angeles Clippers,109,Box Score,,19178,,False,/boxscores/201403080LAC.html,2014
931,2014-03-09,13:00:00,Miami Heat,88,Chicago Bulls,95,Box Score,OT,22028,,False,/boxscores/201403090CHI.html,2014
932,2014-03-09,15:30:00,Oklahoma City Thunder,110,Los Angeles Lakers,114,Box Score,,18997,,False,/boxscores/201403090LAL.html,2014
933,2014-03-09,18:00:00,Detroit Pistons,111,Boston Celtics,118,Box Score,,18624,,False,/boxscores/201403090BOS.html,2014
934,2014-03-09,18:00:00,Sacramento Kings,89,Brooklyn Nets,104,Box Score,,17732,,False,/boxscores/201403090BRK.html,2014
935,2014-03-09,18:00:00,Denver Nuggets,107,New Orleans Pelicans,111,Box Score,OT,17115,,False,/boxscores/201403090NOP.html,2014
936,2014-03-09,19:00:00,Portland Trail Blazers,113,Houston Rockets,118,Box Score,OT,18321,,False,/boxscores/201403090HOU.html,2014
937,2014-03-09,19:00:00,Toronto Raptors,111,Minnesota Timberwolves,104,Box Score,,13116,,False,/boxscores/201403090MIN.html,2014
938,2014-03-09,19:30:00,Indiana Pacers,94,Dallas Mavericks,105,Box Score,,20361,,False,/boxscores/201403090DAL.html,2014
939,2014-03-09,21:00:00,Phoenix Suns,107,Golden State Warriors,113,Box Score,,19596,,False,/boxscores/201403090GSW.html,2014
940,2014-03-10,19:00:00,Denver Nuggets,98,Charlotte Bobcats,105,Box Score,,14312,,False,/boxscores/201403100CHA.html,2014
941,2014-03-10,19:30:00,Toronto Raptors,97,Brooklyn Nets,101,Box Score,,17351,,False,/boxscores/201403100BRK.html,2014
942,2014-03-10,19:30:00,Washington Wizards,90,Miami Heat,99,Box Score,,19657,,False,/boxscores/201403100MIA.html,2014
943,2014-03-10,19:30:00,Philadelphia 76ers,110,New York Knicks,123,Box Score,,19812,,False,/boxscores/201403100NYK.html,2014
944,2014-03-10,20:00:00,Orlando Magic,98,Milwaukee Bucks,105,Box Score,,10114,,False,/boxscores/201403100MIL.html,2014
945,2014-03-10,21:00:00,Atlanta Hawks,112,Utah Jazz,110,Box Score,,17774,,False,/boxscores/201403100UTA.html,2014
946,2014-03-10,22:30:00,Phoenix Suns,105,Los Angeles Clippers,112,Box Score,,19226,,False,/boxscores/201403100LAC.html,2014
947,2014-03-11,19:00:00,Boston Celtics,83,Indiana Pacers,94,Box Score,,18165,,False,/boxscores/201403110IND.html,2014
948,2014-03-11,19:30:00,Sacramento Kings,89,Detroit Pistons,99,Box Score,,15234,,False,/boxscores/201403110DET.html,2014
949,2014-03-11,20:00:00,San Antonio Spurs,104,Chicago Bulls,96,Box Score,,21634,,False,/boxscores/201403110CHI.html,2014
950,2014-03-11,20:00:00,Portland Trail Blazers,99,Memphis Grizzlies,109,Box Score,,17391,,False,/boxscores/201403110MEM.html,2014
951,2014-03-11,20:00:00,Milwaukee Bucks,101,Minnesota Timberwolves,112,Box Score,,12473,,False,/boxscores/201403110MIN.html,2014
952,2014-03-11,20:00:00,Houston Rockets,98,Oklahoma City Thunder,106,Box Score,,18203,,False,/boxscores/201403110OKC.html,2014
953,2014-03-11,22:30:00,Dallas Mavericks,85,Golden State Warriors,108,Box Score,,19596,,False,/boxscores/201403110GSW.html,2014
954,2014-03-12,19:00:00,Brooklyn Nets,96,Miami Heat,95,Box Score,,19616,,False,/boxscores/201403120MIA.html,2014
955,2014-03-12,19:00:00,Denver Nuggets,120,Orlando Magic,112,Box Score,,16097,,False,/boxscores/201403120ORL.html,2014
956,2014-03-12,19:00:00,Sacramento Kings,115,Philadelphia 76ers,98,Box Score,,11109,,False,/boxscores/201403120PHI.html,2014
957,2014-03-12,19:00:00,Detroit Pistons,87,Toronto Raptors,101,Box Score,,18247,,False,/boxscores/201403120TOR.html,2014
958,2014-03-12,19:00:00,Charlotte Bobcats,98,Washington Wizards,85,Box Score,,17220,,False,/boxscores/201403120WAS.html,2014
959,2014-03-12,19:30:00,New York Knicks,116,Boston Celtics,92,Box Score,,18624,,False,/boxscores/201403120BOS.html,2014
960,2014-03-12,20:00:00,Memphis Grizzlies,90,New Orleans Pelicans,88,Box Score,,16513,,False,/boxscores/201403120NOP.html,2014
961,2014-03-12,21:00:00,Dallas Mavericks,108,Utah Jazz,101,Box Score,,17982,,False,/boxscores/201403120UTA.html,2014
962,2014-03-12,21:30:00,Portland Trail Blazers,90,San Antonio Spurs,103,Box Score,,18581,,False,/boxscores/201403120SAS.html,2014
